produit,pays,valeur_2000,valeur_2001,valeur_2002,valeur_2003,valeur_2004,valeur_2005,valeur_2006,valeur_2007,valeur_2008,valeur_2009,valeur_2010,valeur_2011,valeur_2012,valeur_2013,valeur_2014,valeur_2015,valeur_2016,valeur_2017,valeur_2018,valeur_2019,valeur_2020,valeur_2021,valeur_2022,valeur_2023,poids_2000,poids_2001,poids_2002,poids_2003,poids_2004,poids_2005,poids_2006,poids_2007,poids_2008,poids_2009,poids_2010,poids_2011,poids_2012,poids_2013,poids_2014,poids_2015,poids_2016,poids_2017,poids_2018,poids_2019,poids_2020,poids_2021,poids_2022,poids_2023
MELON,SUISSE,0,356488,610926,1280131,928499,1099571,2780649,3484341,4012547,2666745,2032817,2421344.0,3870258.0,5859774.375,1653262.0,0.0,0.0,0.0,1964553.55,281440.5,1633557.79,0.0,0.0,173320.0,0,64816,80356,141007,138120,126989,347573,435382,634233,187220,210928,252003,412644.8,734526.0,249339.0,0.0,0.0,0.0,217428.32,48710.0,167099.2,0.0,0.0,14825.0
MELON,TERRITOIRE PALESTINIEN OCCUPE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116083.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
MELON,TOGO,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10221.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
MELON,TURQUIE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,7715.88,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,190.0
MELON,UKRAINE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,83861.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,ALGERIE,0,0,0,0,0,0,0,0,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,ALLEMAGNE,4836,16980,0,36,1929560,2278990,203473,0,0,3296774,3981052,2425417.0,1551385.0,93744.0,27.0,0.0,21338.0,127.0,16.0,157.0,0.0,0.0,0.0,999.9200000000001,54,923,0,12,60858,65016,7366,0,0,81150,120000,78426,50475.0,2420.75,1.6,0.0,178.408,2.65,0.65,8.370000000000001,0.0,0.0,0.0,43.64
TOMATE,ARABIE SAOUDITE,0,0,0,306,140690,112442,87463,0,0,189194,141942,137257.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8956.0,2427248.0,0.0,0,0,0,103,3000,3000,3000,0,0,4200,3000,3000,0.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,190543.0,0.0
TOMATE,AUSTRALIE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,AUTRES PAYS,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62899.2,330221.0,0.0,133660.6,374471.0,300259.44,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7843.48,41179.4,0.0,16667.82,46697.55,37257.48
TOMATE,AVITAILLEMENT,1447,393,0,386,0,0,41972,0,0,25830,81880,0.0,0.0,1020.0,0.0,621430.77,92099.6,193409.2,518918.9,243735.0,94350.8,0.0,0.0,281.0,138,40,0,42,0,0,1317,0,0,2906,7424,0,0.0,68.0,0.0,104132.6,20118.0,23614.6,64843.172,30395.26,11767.52,0.0,0.0,10.0
TOMATE,BAHREIN,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,449.0,1115.0,0.0,0.0,0.0,97.0,0.0,27764.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.0,52.0,0.0,0.0,0.0,2.19,0.0,1404.72,0.0,0.0,0.0
TOMATE,BELGIQUE,0,0,0,41386,158850,498022,1090554,2039914,2556900,2864782,2447596,2146045.0,1968044.21,1838258.1400000001,3241319.19,1934299.1800000002,2517806.42,1417455.55,914449.0,1277590.0,3112676.0,3348322.0,4210474.0,3995920.0,0,0,0,9792,6029,16534,30516,63431,66220,88831,74885,70482,70045.72,58696.56,105800.16,89052.56,103707.6,66272.94,45567.0,63985.68,156841.5,157475.9,156449.1,125040.38
TOMATE,BRESIL,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,42.59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.79,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,BURKINA FASO,0,0,0,0,0,0,0,0,0,0,0,0.0,9042.0,0.0,0.0,0.0,0.0,0.0,82920.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1476.0,0.0,0.0,0.0,0.0,0.0,3902.8,0.0,0.0,0.0,0.0,0.0
TOMATE,CAMEROUN,0,0,0,0,0,0,0,0,0,0,0,0.0,14245.0,0.0,0.0,0.0,400.0,0.0,0.0,717894.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,960.0,0.0,0.0,0.0,600.0,0.0,0.0,33005.0,0.0,0.0,0.0,0.0
TOMATE,CANADA,1597562,372141,43,610361,1324360,600764,3792,121925,105579,14494,258854,2406727.0,1329420.43,806536.85,65959.15,475061.0,15047.0,282879.0,447814.62,251630.13,401474.0,308583.0,735039.0,911967.0,47000,9218,1,22040,44579,20000,193,5822,6221,670,11143,86336,43261.195999999996,26752.18,3251.08,21707.57,577.2,14953.28,26789.559999999998,10538.33,20617.62,14230.56,24780.48,31413.6
TOMATE,CAP-VERT,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,CHILI,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371842.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38231.0,0.0,0.0
TOMATE,CHINE,0,0,0,9667,40128,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,409,1493,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,CHYPRE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0
TOMATE,COMORES,0,0,0,0,0,0,5056,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,540,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,COTE D'IVOIRE,0,130428,518473,1105967,203409,94556,0,0,0,0,0,0.0,0.0,0.0,0.0,8155.0,200.0,5.0,0.0,0.0,0.0,0.0,0.0,721.0,0,3000,15000,30000,6000,3000,0,0,0,0,0,0,0.0,0.0,0.0,792.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,8.656
TOMATE,EGYPTE,0,0,0,0,0,0,615897,250735,258666,676599,786355,214037.0,2162159.3,99300.0,1820441.0,0.0,0.0,205125.0,945796.0,0.0,0.0,0.0,0.0,4803.0,0,0,0,0,0,0,20000,10000,11025,21000,17650,6000,166280.0,1500.0,142080.0,0.0,0.0,13500.0,93078.6,0.0,0.0,0.0,0.0,75.0
TOMATE,EL SALVADOR,0,850554,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,EMIRATS ARABES UNIS,0,0,0,0,0,0,0,0,0,63,0,0.0,0.0,69651.0,2399.0,0.0,23.0,32.0,1550.0,0.0,0.0,0.0,133174.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,522.52,41.0,0.0,15.0,4.0,18.11,0.0,0.0,0.0,5687.04,0.0
TOMATE,ESPAGNE,0,3254587,9162520,0,0,522467,1467532,230680,5369119,645547,251768,77301.0,373986.61,1047344.8,829603.92,1379241.0,754309.73,1904583.9,1909906.0,1982432.0,4181144.0,4510856.0,4854990.0,7060637.725,0,120000,360000,0,0,19000,62027,13671,194830,36401,11685,3742,18185.04,54088.16,38816.88,65397.98,36120.504,94007.95,90192.09000000001,96660.8,204133.58,203957.96,216569.81,315103.17
TOMATE,ETATS-UNIS,36275136,11145135,9864490,15728111,51628700,47869512,24109182,54630885,21535914,25647323,23775753,17143603.0,10465879.64,224.0,583667.0,77289.0,46475.0,57696.7,115.0,12861.0,112330.0,70507.65,151873.0,276060.0,1034400,320000,274412,522000,1886407,1768224,912000,2310001,827360,755418,678150,533738,302000.0,39.05,18062.0,3660.05,2151.43,3020.78,1.3,632.72,5408.88,3473.88,5651.34,9762.81
TOMATE,FEDERATION DE RUSSIE,0,0,0,1440,0,0,0,0,0,7398342,1996584,0.0,0.0,0.0,269396.0,532355.0,131956.0,32328.0,174978.0,166111.0,169405.0,86719.0,350752.0,60766.0,0,0,0,137,0,0,0,0,0,221000,60000,0,0.0,0.0,44928.0,90063.5,22464.0,5882.76,32355.18,31374.72,33334.64,16707.71,62759.44,8974.14
TOMATE,FRANCE,1049416,613207,305002,1389896,594342,4668460,10045471,21811339,38420606,38305109,31030444,36045986.0,32634806.03,32878118.75,29798022.86,33502191.0,39175275.32,76406934.03999999,100664941.03,96962170.71,63876610.271000005,98165480.648,100474825.94,96597510.0,37467,20880,10599,198422,18466,156416,242001,539980,981432,1034176,795851,863778,784043.528,758954.4600000001,730473.79,801421.27,1001345.8200000001,1965033.82,2585878.4,2654461.15,1688705.6700000002,2677004.34,2875166.281,2545673.01
TOMATE,GABON,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,829210.0,81328.0,101168.0,0.0,0.0,421241.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,71709.5,3456.0,4647.84,0.0,0.0,16810.0,0.0,0.0,0.0,0.0,0.0
TOMATE,GAMBIE,0,0,0,0,0,0,0,0,325488,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3556.0,0.0,0.0,728.0,1902.0,2577.0,0,0,0,0,0,0,0,0,35480,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,8.64,25.23,42.29
TOMATE,GHANA,0,0,800435,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1093002.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,587.0,2848.0,0,0,128000,0,0,0,0,0,0,0,0,0,0.0,0.0,133245.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,9.6,50.4
TOMATE,GRECE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0
TOMATE,GUADELOUPE,0,0,0,0,0,609042,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,GUINEE,0,0,0,128024,0,0,0,1116331,0,1443480,0,0.0,0.0,0.0,206936.0,0.0,0.0,6432.0,359987.0,0.0,3278627.0,418850.0,336346.0,0.0,0,0,0,11854,0,0,0,141897,0,154401,0,0,0.0,0.0,9868.4,0.0,0.0,879.9,16974.0,0.0,363571.0,31411.2,19940.5,0.0
TOMATE,GUINEE EQUATORIALE,0,0,0,0,0,0,1101,0,0,10281,0,0.0,0.0,0.0,47955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,48,0,0,492,0,0,0.0,0.0,1113.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,HONGRIE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0
TOMATE,INDE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
TOMATE,ITALIE,55615,236970,823258,609006,381136,307708,2355878,72254,178555,497,375356,969828.0,21882.0,23051.0,0.0,341178.0,30.0,0.0,339651.0,3308.0,0.0,631361.0,0.0,857.0,1973,39495,10192,8480,5672,4832,284143,1029,20240,6,8554,15920,800.0,800.0,0.0,13537.48,1.0,0.0,6698.7300000000005,67.2,0.0,28461.12,0.0,9.6
TOMATE,JAPON,29509099,22975952,17690373,24622483,15948498,18401392,18637666,16746368,13021905,14421852,15077282,12979396.0,19964882.1,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000,496975,396025,570000,390000,470000,470000,460775,370000,340000,360000,320000,446625.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,JORDANIE,0,0,0,0,0,0,0,0,0,0,0,0.0,642916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49574.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,KENYA,1584,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,LA REPUBLIQUE DEMOCRATIQUE DU CONGO,0,0,0,10384,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,700,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,LIBERIA,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16432.0,9934.0,12001.0,191.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2740.26,1759.8,1773.08,1.6
TOMATE,LIBYE,0,0,550,0,0,0,0,0,50,20,0,0.0,0.0,0.0,0.0,23588.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0,0,89,0,0,0,0,0,10,10,0,0,0.0,0.0,0.0,1872.0,0.0,0.0,4324.08,0.0,0.0,0.0,0.0,0.0
TOMATE,MADAGASCAR,0,153000,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15300,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,MALI,0,0,0,0,0,0,0,0,2024,0,6705,6465.0,179360.0,15712.0,30702.0,0.0,0.0,16723.0,156991.0,372644.0,103255.0,3681.0,811.0,0.0,0,0,0,0,0,0,0,0,255,0,561,528,15837.0,1045.2,2220.6,0.0,0.0,1070.8,7410.0,23160.0,9200.0,300.0,132.0,0.0
TOMATE,MAURICE,0,0,0,0,762,20011,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,68,1657,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,MAURITANIE,0,0,0,0,0,0,0,112625,176991,0,9456,63515.0,60079.0,1969.0,0.0,21480.0,17400.0,52026.0,291510.6,20248.0,82617.0,250651.474,152190.275,367440.948,0,0,0,0,0,0,0,12925,30139,0,757,4250,6404.0,39.6,0.0,1044.0,2700.0,2945.0,12173.48,437.0,3902.88,11362.14,6628.48,11542.49
TOMATE,MAYOTTE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.46,0.0,0.0,0.0,0.0
TOMATE,MONACO,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,12.0,0.0,0.0,86.0,88272.0,107879.0,36027.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,12.0,1624.0,2190.0,748.0,0.0,0.0,0.0
TOMATE,NIGER,0,0,0,0,0,504021,132598,0,0,0,0,0.0,0.0,0.0,0.0,11563.0,0.0,1445.42,972.0,1195.0,252947.0,1811.0,12563.0,17330.0,0,0,0,0,0,56873,14837,0,0,0,0,0,0.0,0.0,0.0,960.0,0.0,40.0,130.0,2522.49,5712.0,184.0,1334.24,1395.0
TOMATE,NIGERIA,0,0,0,0,0,0,0,0,586332,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0,0,0,0,0,0,0,0,20000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0
TOMATE,NORVEGE,0,1164614,606850,0,0,0,0,177421,1796043,5104144,1341424,0.0,1393413.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40000,20000,0,0,0,0,6000,60000,160000,40000,0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,PARAGUAY,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0
TOMATE,PAYS-BAS,0,0,107315,0,0,0,0,0,0,226,0,54746.0,1428.0,23182.0,0.0,232012.0,0.0,0.0,0.0,0.0,18041.0,0.0,69272.32,366100.0,0,0,16160,0,0,0,0,0,0,10,0,1502,72.0,341.0,0.0,11905.2,0.0,0.0,0.0,0.0,1920.0,0.0,2291.4,12697.2
TOMATE,PHILIPPINES,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15992.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885.5,0.0
TOMATE,PORTUGAL,0,0,0,0,0,0,65240,1660122,6499054,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4344,60000,232000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,PROVINCE DE CHINE TAIWAN,0,0,0,300435,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,QATAR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10993.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.6,0.0,0.0,0.0
TOMATE,REPUBLIQUE ARABE SYRIENNE,0,0,0,0,50,0,323597,163412,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0,10000,5000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,REPUBLIQUE BOLIVARIENNE DU VENEZUELA,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21118.0,0.0,43552.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.6,0.0,1548.6
TOMATE,REPUBLIQUE DE COREE,156701,134580,124619,66527,62582,93935,124609,58474,63315,120447,70040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,3000,3000,2000,2000,3000,4050,2000,2000,3500,2000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,ROYAUME-UNI,0,186595,1733606,2163193,3200125,1250917,4506553,3126739,4556333,5733297,7284218,6586696.0,3888414.0,1102826.0,4779605.0,7505236.0,7672893.0,9879637.0,12252739.685,11735739.0,6361756.009,11306879.0,22194949.0,23656589.0,0,7000,63000,82000,98041,40025,140007,101396,172372,222461,220007,210000,100004.0,29574.739999999998,110094.0,178157.2,171376.0,220524.0,271532.0,273459.0,149033.0,296934.32,552425.0,580785.0
TOMATE,SAO TOME-ET-PRINCIPE,0,0,0,0,0,0,0,0,734,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,SENEGAL,161506,438746,2607681,6620970,784975,6833324,3157787,2504790,630292,1056689,1619650,0.0,0.0,2210.0,328348.0,450.0,0.0,204.15,180.0,490.0,0.0,1745.0,809.0,312409.0,17952,42383,344122,704252,79285,552226,249338,287886,68544,166591,266604,0,0.0,40.0,33960.0,90.0,0.0,36.3,7.0,17.89,0.0,127.79,10.2,24040.8
TOMATE,SIERRA LEONE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
TOMATE,SINGAPOUR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35
TOMATE,SOMALIE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121029.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14100.0,0.0,0.0,0.0
TOMATE,SUISSE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMATE,TCHAD,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,37452.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,240.0,1968.0,0.0,0.0,0.0,0.0,0.0
TOMATE,TOGO,0,0,0,0,0,0,50,0,0,364030,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.0,3847.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35482,0,0,0.0,0.0,0.0,0.0,0.0,0.0,125.7,590.79,0.0,0.0,0.0,0.0
TOMATE,TUNISIE,0,33200,0,51900,51900,53400,90000,90000,90000,81240,0,247262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113536.0,0.0,0.0,0.0,0,1000,0,1500,1500,1500,2500,2500,2500,2000,0,16200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17850.0,0.0,0.0,0.0
TOMATE,TURQUIE,0,0,0,0,0,0,0,0,0,366318,1094876,736554.0,722284.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,2148.03,0,0,0,0,0,0,0,0,0,12000,36000,24000,21000.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,106.0
